refid	reference
45054	9. Ohno K: Electron microscopic study on hijas de madres pre-diobeticas. Program, Congr  beta cells of the islet of Langerhans in the rats Int Diabet Assoc, 7th, Abstract No. 138, p 62  under an experimentally induced prediabetic 12. Moorhouse JA, Grahame CR, Rosen  state. Kumamoto Med J 22:41, 1969 NJ: Relationship between intravenous glucose
45054	10. Herbert V, Lau KS, Gottlieb CW,  tolerance and the fasting blood glucose level in   Bleicher SJ: Coated charcoal immunoassay of  healthy and diabetic subjects. J Clin Endocrin   insulin. J Clin Endocrinol Metab 25: 1375, 1965  24:145, 1964   13. Brink RA, Styles ED, Axtell JD: Para
45114	Lee T, Kimiagar M, Pintauro SJ, Chichester CO: Physiological and safety ACKNOWLEDGMENTS Prog Food Nutr Sci aspects of Maillard browning of foods. 5:243-256, 1981 We thank Ina Katz for invaluable editorial assistance. We
45114	O'Brien J, Morrissey PA: Nutritional and toxicological aspects of the also thank Dr. Radu Dorel for his helpful advise and Min Crit Rev Food Sci Nutr Maillard browning reaction in foods. 28:211-248, 1989 Lu and Chang Yong Lu for technical assistance.
45114	Pellegrino L, Cattaneo S: Occurrence of galactosyl isomaltol and galactosyl Nahrung beta-pyranone in commercial drinking milk. 45:195-200, 2001
45114	He C, Sabol J, Mitsuhashi T, Vlassara H: Dietary glycotoxins: Inhibition of 2. Hawa MI, Beyan H, Buckley LR, Leslie RD: Impact of genetic and reactive products by aminoguanidine facilitates renal clearance and reAm J Med Genet non-genetic factors in type 1 diabetes. 115:8 -17, 2002 Diabetes duces tissue sequestration. 48:1308 -1315, 1999 3. Hattori M, Buse JB, Jackson RA, Glimccher L, Dorf ME, Minami M, Makino
45114	Peppa M, Zhang JG, Cai W, Brem H, Vlassara H: In vivo glycoxidation S, Moriwaki K, Kuzuya H, Imura H: The NOD mouse: recessive diabetoproduct homeostasis depends on dietary input, under stable hyperglyceScience genic gene in the major histocompatibility complex. 231:733-735, Diabetes mia (Abstract). 51 (Suppl. 2):332A, 2002 1986
45114	Zheng F, He C, Cai W, Hattori M, Steffes M, Vlassara H: Prevention of 4. Kaufman DL, Tisch R, Sarvetnick N, Chatenoud L, Harrison LC, Haskins K, diabetic nephropathy in mice by a diet low in glycoxidation products. Quinn A, Sercarz E, Singh B, von Herrath M, Wegmann D, Wen L, Zekzer Diabete Metab Res Rev 18:224 -237, 2002 D: Report from the First International NOD Mouse T-Cell Workshop and
45114	Lin RY, Reis ED, Dore AT, Lu M, Ghodsi N, Fallon JT, Fisher EA, Vlassara Diabetes the follow-up mini-workshop. 50:2459 -2463, 2001 H: Lowering of dietary advanced glycation endproducts (AGE) reduces 5. Yoon JW, Yoon CS, Lim HW, Huang QQ, Kang Y, Pyun KH, Hirasawa K, neointimal formation after arterial injury in genetically hypercholesterSherwin RS, Jun HS: Control of autoimmune diabetes in NOD mice by GAD Arterioscler Thromb Vasc Biol Atherosclerosis olemic mice. 163:303-311, Science expression or suppression in beta cells. 284:1183-1187, 1999 2002 6. Atkinson MA, Eisenbarth GS: Type 1 diabetes: new perspectives on disease
45114	Peppa , Zhang JG, Cai W, Brem H, Vlassara H: Wound healing in diabetic ⌴ Lancet pathogenesis and treatment. 358:221-229, 2001 ( / ) ( ( db/db mice is regulated by dietary content in glycotoxins under stable 7. Mathis D, Vence L, Benoist C: beta-Cell death during progression to Diabetes hyperglycemia (Abstract). 51 (Suppl. 2):17A, 2002 Nature diabetes. 414:792-798, 2001
45114	Hofmann SM, Dong HJ, Li Z, Cai W, Altomonte J, Thung SN, Zeng F, Fisher 8. Linn T, Strate C, Schneider K: Diet promotes -cell loss by apoptosis in ␤ EA, Vlassara H: Improved insulin sensitivity is associated with restricted Endocrinology prediabetic nonobese diabetic mice. 140:3767-3773, 1999 Diabetes intake of dietary glycoxidation products in the db/db mouse. 9. Hoorfar J, Buschard K, Dagnaes-Hansen F: Prophylactic nutritional mod51:2082-2089, 2002 Br J ification of diabetes in autoimmune non-obese diabetic (NOD) mice. Nutr
45114	Lin R, Chuodhury R, Lu M, Dore A, Fallon J, Fisher E, Vlassara H: 69:597-560, 1993 Supression of atherosclerotic lesions by dietary restriction of advanced 10. Scott FW, Cloutier HE, Kleemann R, Woerz-Pagenstert U, Rowsell P, glycation end products (AGEs) in diabetic apolipoprotein E-deficient Modler HW, Kolb H: Potential mechanisms by which certain foods Atherosclerosis C57BL/6J mice. . In press promote or inhibit the development of spontaneous diabetes in BB rats:
45114	Vlassara H, Cai W, Crandall J, Goldberg T, Oberstein R, Dardaine V, Peppa dose, timing, early effect on islet area, and switch in infiltrate from Th1 to Diabetes M, Rayfield E: Inflammatory: mediators are induced by dietary glycotoxins, Th2 cells. 46:589 -598, 1997 Proc Natl Acad Sci U S A a major risk factor for diabetic angiopathy. 11. Beales PE, Elliott RB, Flohe S, Hill JP, Kolb H, Pozzilli P, Wang GS, 99:15596 -15601, 2002 Wasmuth H, Scott FW: A multi-center, blinded international trial of the
45114	Tajiri Y, Moller C, Grill V: Long term effects of aminoguanidine on insulin effect of A(1) and A(2) beta-casein variants on diabetes incidence in two Diabetologia release and biosynthesis.: evidence that the formation of advanced glycorodent models of spontaneous type I diabetes. 45:1240 -1246, Endocrinology sylation end products inhibits cell function. 138:273-280, 2002 ␤ 1997 12. Scott FW, Rowsell P: Controlling diabetes in the BB rat by modifying
45114	Uribarri J, Peppa M, Cai W, Goldberg T, Lu M, He C, Vlassara H: Restriction exposure to food diabetogens: age at first exposure, dietary dose, and Autoimmunity of dietary glycotoxins markedly reduces AGE toxins in renal failure effects of early intrathymic or oral dosing. 21:21-22, 1995 J Am Soc Nephrol patients. 14:728 -731, 2003 13. Funda DP, Kaas A, Bock T, Tlaskalova-Hogenova H, Buchard K: GlutenDiabete Metab Res Rev
45114	Cai W, Cao Q, Zhu L, Peppa M, He C, Vlassara H: Oxidative stress-inducing free diet prevents diabetes in NOD mice. 15:323- carbonyl compounds from common foods: novel mediators of cellular 327, 1999 Molecular Medicine dysfunction. 8:337-346, 2002 14. Benhamou PY, Mullen Y, Clare-Salzler M, Sangkharat A, Benhamou C,
45114	Mellinghoff AC, Reininger AJ, Wuerth JP, Founds HW, Landgraf R, Hepp Shevlin L, Go VL: Essential fatty acid deficiency prevents autoimmune KD: Formation of plasma advanced glycosylation end products (AGEs) has diabetes in nonbese diabetic mice through a positive impact on antigenDiabet Med Pancreas no influence on plasma viscosity. 14:832- 836, 1997 presenting cells and Th2 lymphocytes. 11:26 -37, 1995 Nutrient Requirements of Laboratory
45114	The National Academy of Sciences: 15. Vlassara H, Palace MR: Diabetes and advanced glycation endproducts. Animals J Intern Med . Washington, DC, National Academy Press 1995 251:87-101, 2002 single recessive non-MHC diabetogenic gene determines the development of insulitis in the presence of an MHC-linked diabetogenic gene in NOD J Autoimmun mice. 3:1-10, 1990 40. Radu DL, Brumeanu TD, McEvoy RC, Bona CA, Casares S: Escape from Auself-tolerance leads to neonatal insulin-dependent diabetes mellitus. toimmunity 30:199 -207, 1999 41. Rabinovitch A, Suarez-Pinzon W, El-Sheikh A, Sorensen O, Power RF: Cytokine gene expression in pancreatic islet-infiltrating leukocytes of BB rats: expression of Th1 cytokines correlates with beta-cell destructive Diabetes insulitis and IDDM. 45:749 -754, 1996 42. Charre S, Rosmalen JG, Pelegri C, Alves V, Leenen PJ, Drexhage HA, Homo-Delarche F: Abnormalities in dendritic cell and macrophage accumulation in the pancreas of nonobese diabetic (NOD) mice during the Histol Histopathol early neonatal period. 17:393- 401, 2002 43. Pelegri C, Rosmalen JG, Durant S, Throsby M, Alves V, Coulaud J, Esling A, Pleau JM, Drexhage HA, Homo-Delarche F: Islet endocrine-cell behavior from birth onward in mice with the nonobese diabetic genetic background. Mol Med 7:311-319, 2001 44. Monetini L, Cavallo MG, Stefanini L, Ferrazzoli F, Bizzarri C, Marietti G, Curro V, Cervoni M, Pozzilli P, IMDIAB Group: Bovine beta-casein antiAnn
45114	Hattori M, Fukuda M, Ichikawa T, Baumgartl HJ, Katoh H, Makino S: A 16. Baynes JW: The Maillard hypothesis on aging: time to focus on DNA. N Y Acad Sci 959:360 -367, 2002 17. Kaneto H, Fujii J, Myint T, Miyazawa N, Islam KN, Kawasaki Y, Suzuki K, Nakamura M, Tatsumi H, Yamasaki Y, Taniguchi N: Reducing sugars trigger oxidative modification and apoptosis in pancreatic -cells by ␤ Biochem J provoking oxidative stress through the glycation reaction. 320:855- 863, 1996 18. Kapurniotu A, Bernhagen J, Greenfield N, Al-Abed Y, Teichberg S, Frank RW, Voelter W, Bucala R: Contribution of advanced glycosylation to the Eur J Biochem amyloidogenicity of islet amyloid polypeptide. 251:208 - 216, 1998 19. Thornalley PJ: Cell activation by glycated proteins: AGE receptors, recepCell Mol Biol tor recognition factors and functional classification of AGEs. (Noisy-le-grand) 44:1013-1023, 1998 20. Ivanov GI, Chaushev TA, Dakovska LN, Kyurkchiev SD: Increased adheInt J Biochem Cell Biol sion of lymphoid cells to glycated proteins. 31:797- 804, 1999 21. Imani F, Horii Y, Suthanthiran M, Skolnik EY, Makita Z, Sharma V, Sehajpal P, Vlassara H: Advanced glycosylation endproduct-specific receptors on J Exp Med in tissue remodeling. human and rat T-lymphocytes mediate synthesis of interferon gamma: role 178:2165-2172, 1993 bodies in breast- and bottle-fed infants: their relevance in type 1 diabetes. 48. Ma SW, Zhao DL, Yin ZQ, Mukherjee R, Singh B, Qin HY, Stiller CR, Diabete Metab Res Rev 17:51-54, 2001 Jevnikar AM: Transgenic plants expressing autoantigens fed to mice to 45. Scott FW, Rowsell P, Wang GS, Burghardt K, Kolb H, Flohe S: Oral induce oral immune tolerance. Nat Med3:793-796, 1997 alters gut cytokines and diabetes. Diabetes51:73-78, 2002 46. Vaarala O: Gut and the induction of immune tolerance in type 1 diabetes. Diabete Metab Res Rev 15:353-361, 1999 47. Mosmann TR, Coffman RL: Th1 and Th2 cells: different patterns of Annu Rev lymphokine secretion lead to different functional properties. Immunol7:145-173, 1989 exposure to diabetes-promoting food or immunomodulators in neonates 49. Akama K, Akihiro T, Kitagawa M, Takaiwa F: Rice ( Oryza sativa) contains a novel isoform of glutamate decarboxylase that lacks an authentic Biochim Biophys Acta calmodulin-binding domain at the C-terminus. 1522:143-150, 2001 Am J Med Genet 115:4 -7, 50. Laron Z: Interplay between heredity and environment in the recent explosion of type 1 childhood diabetes mellitus. 2002
45638	Lillie, Histopathologic Technique and Practiced Histochemistry (New Co., McGraw- York: Hill Book p. Co., 1954), 35. 2 E.
45638	Evans, G. and P., Breckon, E. C. Ford, 3, 289 McGraw-Hill Book (1964). 247 York: (1956). (New Cytogenetics, 3 L. Stain 31, Mmose Tech., the of Laboratory Hamerton, Biology T. H. J. In and and C., E.,
45638	Ford, C. 4 J. M.
45638	Green, p. 6 1966), 87.
45638	Hutton,
45683	Fernandes 0, Nair M, Onoe K, Tanaka T, Floyd 4.
45683	R, Good RA. Impairment of cell-mediated immu-
45683	nity functions by dietary zinc deficiency in mice.
45683	Proc NatI Acad Sci USA 1979:76:457-61. 5. Golden MHN, Jackson AA, Golden BE. Effect of
45683	zinc on thymus of recently malnourished children.
45683	Lancet 1977:2:1057-9. 6. Golden MHN, Golden BE, Harland PSEG, lack-
45683	son AA. Zinc and immunocompetence in protein-
45683	energy malnutrition. Lancet 1978:1:1226-8. 7. Pekarek RS, Sandstead HH, Jacob RA, Barcome
45683	DF. Abnormal cellular immune responses during
45683	acquired zinc deficiency. Am I Clin Nutr l979;32: 1466-7 1. 8. Allen II, Kay NE, McClain CI. Severe zinc defi-
45683	ciency in humans: association with a reversible T
45683	lymphocyte dysfunction. Ann Intern Med 198 1:95: 154-7. 9. Pekarek RS, Hoagland AM, Powanda MC. Hu-
45683	moral and cellular immune responses in zinc defi-
45683	cient rats. Nutr Rept Int 1977:16:267-76. zinc 10. Beach RS, Gershwin ME, Hurley LS. Dietary modulation ofMoloney sarcoma virus oncogenesis.
45683	Cancer Res 198 1:41:552-9. Gershwin ME, Hurley LS. Zinc, copper, 1 1. Beach RS, in immune function and experi-
45683	and manganese mental oncogenesis. Nutr Cancer 1982:3:172-91. 12. Beach RS, Gershwin ME, Hurley LS. Nutritional factors and autoimmunity. I. Immunopathology of zinc deprivation in New Zealand mice. I Immunol 198 1:126: 1999-2006. 13. Beach RS, Gershwin ME, Hurley LS. Nutritional factors and autoimmunity. II. Prolongation of sur- vival in zinc deprived NZB/W mice. I Immunol 1982:128:308-13. 14. Beach RS, Gershwin ME, Hurley LS. Nutritional factors and autoimmunity. III. Zinc deprivation versus restricted food intake in MRL/l mice-the between interacting dietary influences. distinction I Immunol 1982:129:2686-92. 15. Beach RS, Gershwin ME, Hurley LS. Altered thymic structure and mitogen responsiveness in postnatally zinc-deprived mice. Dev Comp Im- munol 1979:3:725-38. Gershwin ME, Hurley LS. Growth and 16. Beach RS, development of postnatally zinc-deprived mice. I Nutr 1980:1 10:201-11. 17. Beach RS, Gershwin ME, Makishima RK, Hurley LS. Impaired immunologic ontogeny in postnatal zinc deprivation. I Nutr 1980:110:805-15. 18. Beach RS, Gershwin ME, Hurley LS. The reversi- bility of developmental retardation following mu- rime fetal zinc deprivation. I Nutr of 1982:1 12:1 169- 81. in mice: persistence of immuno- three generations. Science RE. Abnormal development rat eggs after three days of mater- deficiency. Nature 1975;254: 19. Beach RS, Gershwin ME, Hurley LS. Gestational zinc deprivation deficiency for 1982:218:469-71. zinc 20. Hurley LS, Shrader dietary preimplantation nal 427-9.
45683	1967. 26. Wilson MC, Fischer TI, Riordan MM. Isolated IgG hypogammaglobulinemia in acrodermatitis enter- opathica: correction with zinc therapy. Ann Allergy
45683	1982:48:288-91. 27. Hurley LS. Developmental nutrition. Englewood Cliffs, NI: Prentice-Hall, Inc. 1980. 28. lose DO, Stutman 0, Good RA. Long term effects on immune function of early nutritional depriva- tion. Nature 1973:241:57-8. 29. Williams EAJ, Gebhardt BM, Morton B, Newberne PM. Effects of marginal methionine-choline dep- rivation on the development ofthe immune system in the rat. Am I Clin Nutr 1979:32:1214-23. 30. Robson LC, Schwarz MR. Vitamin B6 deficiency and the lymphoid system. II. Effects of vitamin deficiency in utero on the immunological compe- tence ofthe offspring. Cell Immunol 1975:16:145- 52. Chandra RK. Antibody formation in first and sec- 31 . ond generation offspring of nutritionally deprived rats. Science 1975:190:289-90. 32. Ferguson AC, Lawlor 01, Neumann CO. Oh W, Stiehm ER. Decreased rosette-forming lympho- cytes in malnutrition and intrauterine growth re- tardation. I Pediatr l974;85:7l7-23. 33. Chandra RK. Fetal malnutrition and postnatal im-
